run_id,product_id,material_type,engine,time_of_day_label,temperature_label,repetition_id,trap_flag,output_path,status,started_at,completed_at,model,prompt_tokens,completion_tokens,total_tokens,finish_reason
bc98509fbf9f72d74e195d7ce60a21ac4903bf74,smartphone_mid,organic_social_posts.j2,openai,afternoon,0.2,1,False,outputs/bc98509fbf9f72d74e195d7ce60a21ac4903bf74.txt,completed,,,,0,0,0,
f7bd0602ddb86ea82d6adcfb3695f29f1c629575,smartphone_mid,organic_social_posts.j2,google,afternoon,0.2,1,False,outputs/f7bd0602ddb86ea82d6adcfb3695f29f1c629575.txt,completed,,,,0,0,0,
b0528d24b25f9e089402ffeac88cf09063d93d99,smartphone_mid,organic_social_posts.j2,mistral,afternoon,0.2,1,False,outputs/b0528d24b25f9e089402ffeac88cf09063d93d99.txt,completed,,,,0,0,0,
70385d957c64c471f2c6d2593c3ccf8dbec254f9,smartphone_mid,organic_social_posts.j2,openai,afternoon,0.2,2,False,outputs/70385d957c64c471f2c6d2593c3ccf8dbec254f9.txt,completed,,,,0,0,0,
ac546e5734dd541009b6aae5143d1a6c0333b5f3,smartphone_mid,organic_social_posts.j2,google,afternoon,0.2,2,False,outputs/ac546e5734dd541009b6aae5143d1a6c0333b5f3.txt,completed,,,,0,0,0,
b93a8278e363656335fabdb05bb4abb0ae448d26,smartphone_mid,organic_social_posts.j2,mistral,afternoon,0.2,2,False,outputs/b93a8278e363656335fabdb05bb4abb0ae448d26.txt,completed,,,,0,0,0,
67927c5237f03ba995595a27a519ac04db7c4ee6,smartphone_mid,organic_social_posts.j2,openai,afternoon,0.2,3,False,outputs/67927c5237f03ba995595a27a519ac04db7c4ee6.txt,completed,,,,0,0,0,
477e20b20d7042f5ada8d84283639d9d92cdef6f,smartphone_mid,organic_social_posts.j2,google,afternoon,0.2,3,False,outputs/477e20b20d7042f5ada8d84283639d9d92cdef6f.txt,completed,,,,0,0,0,
f90a31e3911f3fe61fef90ef14c30c9eae7847a2,smartphone_mid,organic_social_posts.j2,mistral,afternoon,0.2,3,False,outputs/f90a31e3911f3fe61fef90ef14c30c9eae7847a2.txt,completed,,,,0,0,0,
34cb8029d1ea9520acfaacd6d220290cd1bc7f17,smartphone_mid,organic_social_posts.j2,openai,afternoon,0.6,1,False,outputs/34cb8029d1ea9520acfaacd6d220290cd1bc7f17.txt,completed,,,,0,0,0,
65c6e2a29ba4de18b3fb2efc1f17793af5830f3f,smartphone_mid,organic_social_posts.j2,google,afternoon,0.6,1,False,outputs/65c6e2a29ba4de18b3fb2efc1f17793af5830f3f.txt,completed,,,,0,0,0,
fd8b1d7ae2ca292154ad45231a97537d2794b40e,smartphone_mid,organic_social_posts.j2,mistral,afternoon,0.6,1,False,outputs/fd8b1d7ae2ca292154ad45231a97537d2794b40e.txt,completed,,,,0,0,0,
48c992bae89cf70de8ac59f9396b5f6ccc45cfa2,smartphone_mid,organic_social_posts.j2,openai,afternoon,0.6,2,False,outputs/48c992bae89cf70de8ac59f9396b5f6ccc45cfa2.txt,completed,,,,0,0,0,
5fb0f1dbb763ff953908537e0714c11411e565bf,smartphone_mid,organic_social_posts.j2,google,afternoon,0.6,2,False,outputs/5fb0f1dbb763ff953908537e0714c11411e565bf.txt,completed,,,,0,0,0,
3b56b2e506740825b3915df3fa6aac96c79ce9bb,smartphone_mid,organic_social_posts.j2,mistral,afternoon,0.6,2,False,outputs/3b56b2e506740825b3915df3fa6aac96c79ce9bb.txt,completed,,,,0,0,0,
ed5b9b176f85294584d05b4e93910da87d13e872,smartphone_mid,organic_social_posts.j2,openai,afternoon,0.6,3,False,outputs/ed5b9b176f85294584d05b4e93910da87d13e872.txt,completed,,,,0,0,0,
87eb51412234661dcd04d6f41bec66ce17b4db67,smartphone_mid,organic_social_posts.j2,google,afternoon,0.6,3,False,outputs/87eb51412234661dcd04d6f41bec66ce17b4db67.txt,completed,,,,0,0,0,
bc54027e05f29fbfa43cf40eca0394694975668a,smartphone_mid,organic_social_posts.j2,mistral,afternoon,0.6,3,False,outputs/bc54027e05f29fbfa43cf40eca0394694975668a.txt,completed,,,,0,0,0,
452e8e68594e01e9e2dc69ea361587573869a69f,smartphone_mid,organic_social_posts.j2,openai,afternoon,1.0,1,False,outputs/452e8e68594e01e9e2dc69ea361587573869a69f.txt,completed,,,,0,0,0,
